equipo_h,equipo_a,elo_h,elo_a,lambda_h,lambda_a,p_victoria_h,p_empate,p_victoria_a,marcador_mp,prob_mp
Mexico,Norway,1860,1912,1.22,1.343,33.8,26.6,39.6,1-1,12.63
Mexico,Panama,1860,1737,1.434,1.143,43.6,26.2,30.1,1-1,12.46
Mexico,Paraguay,1860,1833,1.312,1.249,38.2,26.6,35.2,1-1,12.65
Mexico,Portugal,1860,1984,1.142,1.435,30.0,26.2,43.7,1-1,12.45
Mexico,Qatar,1860,1425,1.91,0.858,61.8,21.6,16.3,1-0,11.99
Mexico,Saudi Arabia,1860,1568,1.675,0.979,53.5,24.3,22.0,1-0,11.79
Mexico,Scotland,1860,1767,1.395,1.175,41.9,26.4,31.6,1-1,12.55
Mexico,Senegal,1860,1878,1.259,1.302,35.7,26.6,37.6,1-1,12.66
Mexico,South Africa,1860,1524,1.744,0.94,56.1,23.5,20.1,1-0,11.91
Mexico,South Korea,1860,1752,1.414,1.159,42.8,26.3,30.9,1-1,12.51
Mexico,Spain,1860,2165,0.967,1.695,21.5,24.1,54.3,0-1,11.83
Mexico,Sweden,1860,1719,1.458,1.124,44.7,26.1,29.2,1-1,12.39
Mexico,Switzerland,1860,1889,1.247,1.315,35.1,26.6,38.3,1-1,12.65
Mexico,Tunisia,1860,1636,1.573,1.042,49.5,25.2,25.1,1-1,11.99
Mexico,Turkey,1860,1902,1.232,1.331,34.3,26.6,39.0,1-1,12.64
Mexico,United States,1860,1721,1.455,1.127,44.6,26.1,29.3,1-1,12.4
Mexico,Uruguay,1860,1892,1.243,1.318,34.9,26.6,38.4,1-1,12.65
Mexico,Uzbekistan,1860,1727,1.447,1.133,44.2,26.1,29.6,1-1,12.42
Morocco,Algeria,1822,1743,1.377,1.19,41.1,26.4,32.4,1-1,12.58
Morocco,Argentina,1822,2113,0.98,1.673,22.1,24.3,53.5,0-1,11.79
Morocco,Australia,1822,1783,1.327,1.235,38.8,26.6,34.5,1-1,12.64
Morocco,Austria,1822,1827,1.274,1.286,36.4,26.6,36.9,1-1,12.66
Morocco,Belgium,1822,1867,1.228,1.334,34.2,26.6,39.2,1-1,12.64
Morocco,Bosnia and Herzegovina,1822,1594,1.579,1.038,49.8,25.2,24.9,1-1,11.97
Morocco,Brazil,1822,1984,1.103,1.486,28.1,25.9,45.9,1-1,12.31
Morocco,Canada,1822,1784,1.326,1.236,38.8,26.6,34.6,1-1,12.64
Morocco,Cape Verde,1822,1549,1.646,0.996,52.4,24.6,22.9,1-0,11.72
Morocco,Colombia,1822,1975,1.112,1.474,28.6,26.0,45.4,1-1,12.35
Morocco,Croatia,1822,1930,1.159,1.414,30.9,26.3,42.8,1-1,12.51
Morocco,Curaçao,1822,1436,1.826,0.898,59.0,22.6,18.1,1-0,11.99
Morocco,Czech Republic,1822,1726,1.398,1.172,42.1,26.4,31.5,1-1,12.54
Morocco,DR Congo,1822,1655,1.493,1.098,46.2,25.8,27.9,1-1,12.29
Morocco,Ecuador,1822,1933,1.156,1.418,30.7,26.3,42.9,1-1,12.5
Morocco,Egypt,1822,1689,1.447,1.133,44.2,26.1,29.6,1-1,12.42
Morocco,England,1822,2020,1.067,1.536,26.3,25.5,48.0,1-1,12.14
Morocco,France,1822,2081,1.009,1.625,23.5,24.8,51.6,1-1,11.77
Morocco,Germany,1822,1923,1.167,1.405,31.2,26.3,42.4,1-1,12.52
Morocco,Ghana,1822,1503,1.717,0.955,55.1,23.8,20.9,1-0,11.87
Morocco,Haiti,1822,1532,1.672,0.98,53.4,24.3,22.1,1-0,11.79
Morocco,Iran,1822,1760,1.355,1.209,40.1,26.5,33.3,1-1,12.61
Morocco,Iraq,1822,1607,1.56,1.05,49.0,25.3,25.5,1-1,12.04
Morocco,Ivory Coast,1822,1676,1.464,1.119,45.0,26.0,28.9,1-1,12.37
Morocco,Japan,1822,1904,1.187,1.381,32.2,26.4,41.3,1-1,12.57
Morocco,Jordan,1822,1690,1.446,1.134,44.2,26.1,29.6,1-1,12.43
Morocco,Mexico,1822,1860,1.236,1.326,34.6,26.6,38.8,1-1,12.64
Morocco,Netherlands,1822,1961,1.127,1.455,29.3,26.1,44.6,1-1,12.4
Morocco,New Zealand,1822,1585,1.592,1.029,50.3,25.1,24.5,1-1,11.91
Morocco,Norway,1822,1912,1.179,1.391,31.8,26.4,41.7,1-1,12.55
Morocco,Panama,1822,1737,1.384,1.184,41.4,26.4,32.1,1-1,12.57
Morocco,Paraguay,1822,1833,1.267,1.293,36.0,26.6,37.3,1-1,12.66
Morocco,Portugal,1822,1984,1.103,1.486,28.1,25.9,45.9,1-1,12.31
Morocco,Qatar,1822,1425,1.845,0.889,59.6,22.4,17.7,1-0,11.99
Morocco,Saudi Arabia,1822,1568,1.617,1.013,51.3,24.8,23.7,1-1,11.81
Morocco,Scotland,1822,1767,1.347,1.217,39.7,26.5,33.6,1-1,12.62
Morocco,Senegal,1822,1878,1.216,1.348,33.6,26.5,39.8,1-1,12.62
Morocco,South Africa,1822,1524,1.684,0.973,53.9,24.2,21.8,1-0,11.81
Morocco,South Korea,1822,1752,1.365,1.2,40.6,26.5,32.8,1-1,12.6
Morocco,Spain,1822,2165,0.934,1.755,19.8,23.4,56.5,0-1,11.93
Morocco,Sweden,1822,1719,1.407,1.164,42.5,26.3,31.1,1-1,12.52
Morocco,Switzerland,1822,1889,1.204,1.362,33.0,26.5,40.4,1-1,12.6
Morocco,Tunisia,1822,1636,1.519,1.079,47.3,25.6,26.9,1-1,12.2
Morocco,Turkey,1822,1902,1.189,1.378,32.3,26.4,41.2,1-1,12.58
Morocco,United States,1822,1721,1.405,1.167,42.4,26.3,31.2,1-1,12.52
Morocco,Uruguay,1822,1892,1.2,1.365,32.8,26.5,40.6,1-1,12.6
Morocco,Uzbekistan,1822,1727,1.397,1.173,42.0,26.4,31.5,1-1,12.54
Netherlands,Algeria,1961,1743,1.565,1.048,49.2,25.3,25.4,1-1,12.03
Netherlands,Argentina,1961,2113,1.113,1.472,28.6,26.0,45.3,1-1,12.35
Netherlands,Australia,1961,1783,1.508,1.087,46.8,25.7,27.3,1-1,12.24
Netherlands,Austria,1961,1827,1.448,1.132,44.3,26.1,29.5,1-1,12.42
Netherlands,Belgium,1961,1867,1.396,1.174,42.0,26.4,31.6,1-1,12.54
Netherlands,Bosnia and Herzegovina,1961,1594,1.794,0.913,57.9,23.0,18.9,1-0,11.97
Netherlands,Brazil,1961,1984,1.253,1.308,35.4,26.6,37.9,1-1,12.66
Netherlands,Canada,1961,1784,1.507,1.088,46.8,25.7,27.4,1-1,12.24
Netherlands,Cape Verde,1961,1549,1.87,0.876,60.5,22.1,17.1,1-0,12.0
Netherlands,Colombia,1961,1975,1.264,1.297,35.9,26.6,37.4,1-1,12.66
Netherlands,Croatia,1961,1930,1.317,1.244,38.4,26.6,34.9,1-1,12.65
Netherlands,Curaçao,1961,1436,2.075,0.79,66.7,19.6,13.2,2-0,12.27
Netherlands,Czech Republic,1961,1726,1.589,1.031,50.2,25.1,24.6,1-1,11.93
Netherlands,DR Congo,1961,1655,1.696,0.966,54.4,24.0,21.4,1-0,11.84
Netherlands,Ecuador,1961,1933,1.314,1.248,38.2,26.6,35.1,1-1,12.65
Netherlands,Egypt,1961,1689,1.644,0.997,52.4,24.6,22.9,1-0,11.72
Netherlands,England,1961,2020,1.213,1.352,33.4,26.5,40.0,1-1,12.62
Netherlands,France,1961,2081,1.146,1.43,30.2,26.2,43.5,1-1,12.47
Netherlands,Germany,1961,1923,1.326,1.236,38.8,26.6,34.6,1-1,12.64
Netherlands,Ghana,1961,1503,1.951,0.84,63.0,21.1,15.4,1-0,11.97
Netherlands,Haiti,1961,1532,1.9,0.863,61.4,21.8,16.5,1-0,11.99
Netherlands,Iran,1961,1760,1.54,1.064,48.2,25.5,26.2,1-1,12.12
Netherlands,Iraq,1961,1607,1.773,0.924,57.1,23.2,19.4,1-0,11.95
Netherlands,Ivory Coast,1961,1676,1.664,0.985,53.1,24.4,22.3,1-0,11.77
Netherlands,Japan,1961,1904,1.349,1.215,39.8,26.5,33.5,1-1,12.62
Netherlands,Jordan,1961,1690,1.643,0.998,52.3,24.6,23.0,1-0,11.72
Netherlands,Mexico,1961,1860,1.405,1.167,42.4,26.3,31.2,1-1,12.52
Netherlands,Morocco,1961,1822,1.455,1.127,44.6,26.1,29.3,1-1,12.4
Netherlands,New Zealand,1961,1585,1.809,0.906,58.4,22.8,18.5,1-0,11.98
Netherlands,Norway,1961,1912,1.339,1.224,39.4,26.6,34.0,1-1,12.63
Netherlands,Panama,1961,1737,1.573,1.042,49.5,25.2,25.1,1-1,11.99
Netherlands,Paraguay,1961,1833,1.44,1.138,43.9,26.2,29.8,1-1,12.44
Netherlands,Portugal,1961,1984,1.253,1.308,35.4,26.6,37.9,1-1,12.66
Netherlands,Qatar,1961,1425,2.096,0.782,67.2,19.4,12.8,2-0,12.36
Netherlands,Saudi Arabia,1961,1568,1.838,0.892,59.4,22.5,17.8,1-0,11.99
Netherlands,Scotland,1961,1767,1.53,1.071,47.8,25.6,26.5,1-1,12.16
Netherlands,Senegal,1961,1878,1.382,1.186,41.3,26.4,32.2,1-1,12.57
Netherlands,South Africa,1961,1524,1.914,0.856,61.9,21.6,16.2,1-0,11.99
Netherlands,South Korea,1961,1752,1.552,1.056,48.7,25.4,25.8,1-1,12.08
Netherlands,Spain,1961,2165,1.061,1.545,26.1,25.5,48.4,1-1,12.1
Netherlands,Sweden,1961,1719,1.599,1.025,50.6,25.0,24.3,1-1,11.88
Netherlands,Switzerland,1961,1889,1.368,1.198,40.7,26.5,32.7,1-1,12.59
Netherlands,Tunisia,1961,1636,1.726,0.949,55.5,23.7,20.6,1-0,11.89
Netherlands,Turkey,1961,1902,1.352,1.213,40.0,26.5,33.4,1-1,12.62
Netherlands,United States,1961,1721,1.597,1.027,50.5,25.0,24.4,1-1,11.89
Netherlands,Uruguay,1961,1892,1.364,1.201,40.5,26.5,32.9,1-1,12.6
Netherlands,Uzbekistan,1961,1727,1.588,1.032,50.1,25.1,24.6,1-1,11.93
New Zealand,Algeria,1585,1743,1.107,1.481,28.3,25.9,45.7,1-1,12.33
New Zealand,Argentina,1585,2113,0.788,2.081,13.1,19.6,66.8,0-2,12.29
New Zealand,Australia,1585,1783,1.067,1.536,26.3,25.5,48.0,1-1,12.14
New Zealand,Austria,1585,1827,1.025,1.599,24.3,25.0,50.6,1-1,11.88
New Zealand,Belgium,1585,1867,0.988,1.659,22.5,24.4,52.9,0-1,11.76
New Zealand,Bosnia and Herzegovina,1585,1594,1.27,1.291,36.2,26.6,37.1,1-1,12.66
New Zealand,Brazil,1585,1984,0.887,1.848,17.6,22.4,59.7,0-1,11.99
New Zealand,Canada,1585,1784,1.066,1.537,26.3,25.5,48.1,1-1,12.13
New Zealand,Cape Verde,1585,1549,1.323,1.239,38.7,26.6,34.7,1-1,12.65
New Zealand,Colombia,1585,1975,0.894,1.833,18.0,22.5,59.2,0-1,11.99
New Zealand,Croatia,1585,1930,0.932,1.758,19.8,23.4,56.6,0-1,11.93
New Zealand,Curaçao,1585,1436,1.468,1.116,45.1,26.0,28.8,1-1,12.36
